group_id,word,part_of_speech,meaning_en,meaning_th,examples,synonyms,antonyms,word_forms,difficulty,frequency
2,Consolidate,Verb,To combine into a single more effective or coherent whole.,รวบรวม,The company decided to consolidate its operations into one main office.<br>The merger will help consolidate the two brands.<br>We need to consolidate our efforts to meet the deadline., - , - , - ,intermediate,medium
2,Consumer,Noun,A person who purchases goods and services for personal use.,ผู้บริโภค,Consumer demand is a key driver of the economy.<br>Companies are always trying to understand consumer behavior.<br>The new law protects the rights of consumers., - , - , - ,intermediate,medium
7,Consumption,Noun,The action of using up a resource.,การบริโภค,Overconsumption of natural resources is a major global challenge.<br>We need to reduce our consumption of electricity.<br>The country's consumption of oil has increased., - , - , - , intermediate,high
9,Contagious,Adjective,(Of a disease) spreading from one person to another by direct or indirect contact.,ติดต่อกันได้,The flu is a highly contagious disease.<br>He was kept in isolation because his illness was contagious.<br>Many childhood illnesses are contagious., - , - , - , intermediate,high
9,Convalescence,Noun,The period of time spent recovering from an illness or medical treatment; recuperation.,ช่วงพักฟื้น,She is in a period of convalescence after her surgery.<br>The doctor recommended a long convalescence.<br>He spent his convalescence at his grandmother's house., - , - , convalescent, advanced,low
13,Cookie,Noun,A small piece of data sent from a website and stored on the user's computer by the user's web browser while the user is browsing.,คุกกี้,The website uses cookies to remember your preferences.<br>You should clear your browser cookies regularly.<br>Accepting cookies is a choice you have to make on most sites., - , - ,-,intermediate,high
7,Corrosion,Noun,The process of gradually destroying a substance by chemical action.,การกัดกร่อน,Acid rain can cause severe corrosion of buildings.<br>The metal showed signs of corrosion.<br>Corrosion can weaken infrastructure over time., - , - , corrosive, advanced,low
7,Corrupt,Adjective,Engaging in or characterized by an abuse of a position of power for dishonest gain.,ทุจริต,The corrupt government official was arrested for bribery.<br>Corruption is a major obstacle to development in many countries.<br>A corrupt system undermines public trust., - , - , corruption, advanced,high
7,Corruption,Noun,"Dishonest or fraudulent conduct by those in power, typically involving bribery.",การทุจริต,Corruption is a major obstacle to economic development.<br>The new laws are designed to fight against government corruption.<br>Bribery and corruption are major problems in many countries., - , - , - , advanced,high
7,Counter,Verb,To oppose or act against (something).,"ตอบโต้, ต่อต้าน",Governments are trying to counter the spread of misinformation.<br>The new policy was designed to counter the effects of the recession.<br>We need a strong strategy to counter this threat., - , - , - , advanced,low
7,Counteract,Verb,To act against (something) in order to reduce its force or neutralize it.,"ต่อต้าน, แก้ไข",The new policy is designed to counteract the effects of climate change.<br>The medicine can counteract the poison.<br>He tried to counteract the negative effects of stress., - , - , counteraction, advanced,low
3,Credential,Noun,"A qualification, achievement, or aspect of a person's background.","ใบรับรอง, คุณสมบัติ",A university degree is a valuable credential for many jobs.<br>The company is looking for candidates with strong professional credentials.<br>He has impeccable credentials for the position., - , - ,credentialed,intermediate,low
3,Credentialing,Noun,The process of ensuring a person is qualified to perform a task or has achieved a certain level of training.,การออกใบรับรอง,Professional credentialing is important for career advancement.<br>The board is responsible for the credentialing of all new members.<br>The credentialing process can be very time-consuming., - , - ,credential, advanced,medium
7,Crisis,Noun,"A time of intense difficulty, trouble, or danger.",วิกฤตการณ์,The world is facing a climate crisis.<br>The country is in the midst of an economic crisis.<br>A humanitarian crisis has emerged as a result of the conflict., - , - , - , intermediate,high
13,Cryptography,Noun,The art of writing or solving codes.,การเข้ารหัสลับ,Cryptography is essential for securing digital communications.<br>He is an expert in the field of cryptography.<br>The course covers the basics of modern cryptography., - , - , cryptographer,advanced,low
9,Cure,Noun,A remedy for a disease or ailment.,การรักษาให้หาย,There is no known cure for the common cold.<br>Scientists are still searching for a cure for cancer.<br>The treatment was a complete cure for his illness., - , - , - , advanced,high
3,Curricular,Adjective,Relating to a curriculum.,เกี่ยวกับหลักสูตร,The curricular framework provides a guide for teachers.<br>We need to focus on curricular reform.<br>The school's curricular offerings are very diverse., - , - ,-,intermediate,medium
3,Curriculum,Noun,The subjects comprising a course of study in a school or college.,หลักสูตร,The new curriculum places a greater emphasis on science.<br>The school is revising its curriculum to include more practical skills.<br>Students are required to take a broad range of subjects in their curriculum., - , - ,curricula,intermediate,high
3,Curriculum vitae,Noun,"A brief account of a person's education, qualifications, and previous occupations.",ประวัติการทำงานโดยละเอียด,He submitted his curriculum vitae along with his application.<br>A curriculum vitae is more detailed than a resume.<br>Your curriculum vitae should highlight your academic achievements., - , - ,curricula vitae,advanced,low
